order_num,customer_nme,order_date,docket_id,board_grade,material_dsc,width,length,order_qty
5031924-1,Cup-O Coffee Inc,2026-02-23,177261,"B  ",B40 Coated White 2S,39.08,33.00,1200
5031924-2,Cup-O Coffee Inc,2026-02-23,185763,"B  ",B40 Coated White 2S,35.10,34.14,1065
5031684-1,Miller Foods Inc,2026-01-26,171518,"C  ",C40 Coated White 1S,33.12,67.10,467
5031684-2,Miller Foods Inc,2026-01-26,171516,"C  ",C40 Coated White 1S,33.12,67.10,333
5031409-1,Miller Foods Inc,2025-12-23,177103,"B  ",B32 OY,29.00,30.02,415
5031409-3,Miller Foods Inc,2025-12-23,177111,"B  ",B32 OY,29.00,30.02,86
5031653-1,Stonetown Supply Services,2026-01-21,183103,"C  ",C32 K,19.10,54.02,10000
5031398-1,BCI Rochester - Buckeye Corrugated,2025-12-22,176081,"E  ",E40 Coated White 1S,26.10,36.02,1500
5031898-1,BCI Rochester - Buckeye Corrugated,2026-02-18,176081,"E  ",E40 Coated White 1S,26.10,36.02,3000
5030987-1,Advantage Packaging,2025-11-07,185991,"B  ",B32 Coated White 2S,37.14,41.06,1000
5031386-1,Metric Packaging,2025-12-19,186674,"C  ",C32 K,20.02,44.02,500
5031544-1,Metric Packaging,2026-01-12,187281,"C  ",C32 K,33.10,58.02,500
5031544-2,Metric Packaging,2026-01-12,187282,"C  ",C32 K,11.10,34.02,2000
5031631-1,Metric Packaging,2026-01-20,187402,"C  ",C32 K,26.10,90.02,25
5031721-1,AFS Aerial Photography,2026-01-30,185088,"C  ",C32 K,37.00,38.00,250
5031396-1,Custom Mat,2025-12-22,181689,"C  ",C32 K,18.00,40.00,1000
5031396-2,Custom Mat,2025-12-22,179318,"C  ",C32 K,26.00,40.00,1000
5031463-1,Custom Mat,2026-01-06,172122,"C  ",C32 K,40.00,60.00,1000
5030993-1,Custom Mat,2025-11-07,181689,"C  ",C32 K,18.00,40.00,1000
5031147-1,Custom Mat,2025-11-24,179318,"C  ",C32 K,26.00,40.00,1500
5031147-2,Custom Mat,2025-11-24,172121,"C  ",C32 K,32.00,48.00,1500
5031893-1,Custom Mat,2026-02-18,181689,"C  ",C32 K,18.00,40.00,2000
5031893-2,Custom Mat,2026-02-18,179318,"C  ",C32 K,26.00,40.00,2000
5031504-1,Wild Lot Farm Distillery,2026-01-08,184516,"B  ",B40 OY,30.03,34.00,792
5031504-2,Wild Lot Farm Distillery,2026-01-08,187260,"B  ",B40 OY,30.03,34.00,583
5031504-3,Wild Lot Farm Distillery,2026-01-08,184514,"B  ",B40 OY,30.03,34.00,2375
5031504-4,Wild Lot Farm Distillery,2026-01-08,184515,"B  ",B40 OY,30.03,34.00,2375
5031504-5,Wild Lot Farm Distillery,2026-01-08,180977,N/A,Not Applicable,10.04,15.04,4320
5031514-1,Wild Lot Farm Distillery,2026-01-08,187260,"B  ",B40 OY,30.03,34.00,2333
5031514-2,Wild Lot Farm Distillery,2026-01-08,184514,"B  ",B40 OY,30.03,34.00,2375
5031514-3,Wild Lot Farm Distillery,2026-01-08,184515,"B  ",B40 OY,30.03,34.00,3167
5031514-4,Wild Lot Farm Distillery,2026-01-08,180977,N/A,Not Applicable,10.04,15.04,4320
5031515-1,Wild Lot Farm Distillery,2026-01-08,187260,"B  ",B40 OY,30.03,34.00,2333
5031515-2,Wild Lot Farm Distillery,2026-01-08,184514,"B  ",B40 OY,30.03,34.00,1583
5031515-3,Wild Lot Farm Distillery,2026-01-08,184515,"B  ",B40 OY,30.03,34.00,2375
5031515-4,Wild Lot Farm Distillery,2026-01-08,180977,N/A,Not Applicable,10.04,15.04,4320
5031066-1,Third Moon Brewing,2025-11-14,185964,"C  ",C32 K,17.08,54.10,2000
5031708-1,Wellington Brewery,2026-01-29,175977,"C  ",C32 OY,22.06,59.02,1000
5031806-1,Wellington Brewery,2026-02-09,187915,"B  ",B40 OY,31.02,35.10,500
5031806-2,Wellington Brewery,2026-02-09,187941,"B  ",B40 OY,31.02,35.10,600
5031806-3,Wellington Brewery,2026-02-09,187935,"B  ",B40 OY,31.02,35.10,1050
5031806-4,Wellington Brewery,2026-02-09,187936,"B  ",B40 OY,31.02,35.10,1400
5031394-1,Synchro Engineering Limited,2025-12-22,185180,"DW ",BC42 K,25.00,66.10,250
5031250-1,Synchro Engineering Limited,2025-12-03,185180,"DW ",BC42 K,25.00,66.10,250
5031160-1,Supplyone,2025-11-25,184278,"B  ",B32 Coated White 2S,47.09,36.15,2
5031160-2,Supplyone,2025-11-25,184279,"E  ",E32 Coated White 2S,16.14,13.08,2
5031160-3,Supplyone,2025-11-25,185375,"E  ",E32 Coated White 2S,16.11,13.06,2
5031904-1,Supplyone,2026-02-19,184279,"E  ",E32 Coated White 2S,16.14,13.08,300
5031904-2,Supplyone,2026-02-19,185375,"E  ",E32 Coated White 2S,16.11,13.06,225
5031204-1,IM A HAPPY CAMPER,2025-11-27,185081,"E  ",E32 Coated White 2S,10.04,16.08,25
5031469-1,IM A HAPPY CAMPER,2026-01-06,187128,"E  ",E32 Coated White 2S,10.04,16.09,50
5030979-1,Allcard Limited,2025-11-06,186020,"B  ",B32 Coated White 2S,37.10,76.06,25
5030979-2,Allcard Limited,2025-11-06,179797,"C  ",C32 K,30.12,78.14,25
5031086-1,Atlas Container Corp,2025-11-17,175118,"B  ",B32 Coated White 1S,33.12,41.06,6600
5031099-1,Country Meat Packing,2025-11-18,176143,"C  ",C40 K,16.06,55.02,5000
5031201-1,Country Meat Packing,2025-11-27,174381,"DW ",BC48 K,21.14,66.08,5000
5031701-1,Country Meat Packing,2026-01-28,174720,"C  ",C44 K,20.00,54.02,5000
5031007-1,Heartwood Cidery,2025-11-10,175051,"B  ",B32 Coated White 2S,20.14,19.12,300
5031057-1,Stephanie Wellens,2025-11-13,186307,"B  ",B32 Coated White 2S,37.10,40.12,75
5031723-1,FASTENAL CANADA,2026-01-30,176101,"C  ",C32 K,39.00,47.00,600
5031687-1,Peninsula Food Technologies,2026-01-26,176761,"C  ",C40 K,22.00,68.02,3120
5031713-1,Momentum Packaging inc.,2026-01-29,176653,"B  ",B32 K,12.10,37.07,2500
5031641-1,Momentum Packaging inc.,2026-01-20,184832,"DW ",BC48 K,13.12,30.11,240
5031641-2,Momentum Packaging inc.,2026-01-20,184833,"DW ",BC48 K,13.12,22.10,240
5031641-3,Momentum Packaging inc.,2026-01-20,184834,"DW ",BC48 K,27.08,37.01,40
5031641-4,Momentum Packaging inc.,2026-01-20,184835,"DW ",BC48 K,13.12,24.10,320
5031641-6,Momentum Packaging inc.,2026-01-20,184855,"DW ",BC51 K,27.13,64.10,40
5031641-7,Momentum Packaging inc.,2026-01-20,184856,"DW ",BC48 K,36.15,24.08,40
5031641-8,Momentum Packaging inc.,2026-01-20,184837,"E  ",E32 K,13.12,63.08,5
5031826-1,Momentum Packaging inc.,2026-02-10,184832,"DW ",BC48 K,13.12,30.11,60
5031826-2,Momentum Packaging inc.,2026-02-10,184833,"DW ",BC48 K,13.12,22.10,60
5031826-3,Momentum Packaging inc.,2026-02-10,184834,"DW ",BC48 K,27.08,37.01,20
5031826-4,Momentum Packaging inc.,2026-02-10,184835,"DW ",BC48 K,13.12,24.10,80
5031826-6,Momentum Packaging inc.,2026-02-10,184855,"DW ",BC51 K,27.13,64.10,10
5031826-7,Momentum Packaging inc.,2026-02-10,184856,"DW ",BC48 K,36.15,24.08,10
5031740-1,Momentum Packaging inc.,2026-02-02,176405,"C  ",C32 K,13.12,40.06,1000
5031748-1,Momentum Packaging inc.,2026-02-03,184834,"DW ",BC48 K,27.08,37.01,40
5031748-2,Momentum Packaging inc.,2026-02-03,184832,"DW ",BC48 K,13.12,30.11,100
5031788-1,Momentum Packaging inc.,2026-02-06,186169,"C  ",C40 K,19.02,61.11,4000
5031470-1,Momentum Packaging inc.,2026-01-06,186170,"C  ",C40 K,24.10,61.11,4000
5031391-1,Momentum Packaging inc.,2025-12-19,180466,"C  ",C44 OY,44.00,44.00,360
5031391-2,Momentum Packaging inc.,2025-12-19,180962,"DW ",BC51 K,44.00,79.00,220
5031532-1,Momentum Packaging inc.,2026-01-09,187129,"E  ",E32 OY,37.00,80.04,400
5031532-2,Momentum Packaging inc.,2026-01-09,187272,"E  ",E32 OY,37.00,80.04,100
5031532-3,Momentum Packaging inc.,2026-01-09,187130,"C  ",C44 OY,44.00,44.00,1000
5031533-1,Momentum Packaging inc.,2026-01-09,187129,"E  ",E32 OY,37.00,80.04,2
5031533-2,Momentum Packaging inc.,2026-01-09,187272,"E  ",E32 OY,37.00,80.04,2
5031533-3,Momentum Packaging inc.,2026-01-09,187130,"C  ",C44 OY,44.00,44.00,4
5031023-1,Momentum Packaging inc.,2025-11-11,186169,"C  ",C40 K,19.02,61.11,4000
5031012-1,Momentum Packaging inc.,2025-11-11,180466,"C  ",C44 OY,44.00,44.00,248
5031208-1,Momentum Packaging inc.,2025-11-28,180469,"DW ",BC42 K,23.06,45.12,480
5031180-1,Momentum Packaging inc.,2025-11-26,179812,"C  ",C40 K,15.12,35.06,1500
5031143-1,Momentum Packaging inc.,2025-11-21,176380,"B  ",B32 Coated White 2S,26.12,32.02,1500
5031903-1,Momentum Packaging inc.,2026-02-19,180518,"C  ",C32 K,15.10,61.11,1150
5031873-1,Momentum Packaging inc.,2026-02-13,185623,"C  ",C32 K,16.02,46.02,5000
5031922-1,Momentum Packaging inc.,2026-02-20,180466,"C  ",C44 OY,44.00,44.00,375
5031060-1,AVIAGEN BREEDERS CANADA LTD.,2025-11-13,182496,N/A,Not Applicable,0.00,0.00,100
5031600-1,Heemans Strawberries,2026-01-15,187208,"B  ",B32 K,28.15,32.02,2000
5031489-1,Muskoka Brand Gourmet Foods,2026-01-07,182851,"B  ",B40 Coated White 1S,26.09,45.05,9000
5031489-2,Muskoka Brand Gourmet Foods,2026-01-07,187395,"B  ",B40 Coated White 1S,26.09,45.05,500
5031489-3,Muskoka Brand Gourmet Foods,2026-01-07,187396,"B  ",B40 Coated White 1S,26.09,45.05,500
5031688-1,Muskoka Brand Gourmet Foods,2026-01-27,187617,"B  ",B40 Coated White 1S,26.09,45.05,6000
5031688-2,Muskoka Brand Gourmet Foods,2026-01-27,187396,"B  ",B40 Coated White 1S,26.09,45.05,6000
5031670-1,FULLERWORKS INC,2026-01-23,176563,"DW ",BC42 K,40.14,76.10,1000
5031670-2,FULLERWORKS INC,2026-01-23,176567,"DW ",BC42 K,34.02,63.10,1000
5031670-3,FULLERWORKS INC,2026-01-23,176565,"DW ",BC42 K,37.06,70.10,500
5031096-1,Wellesley,2025-11-18,176090,"C  ",C32 K,22.14,50.02,5000
5031118-1,Stockyards Brewing,2025-11-19,184473,"B  ",B32 OY,31.02,35.10,2500
5031350-1,Stockyards Brewing,2025-12-15,186775,"B  ",B32 OY,31.02,35.10,1000
5031877-1,Royal City Brew Co.,2026-02-13,188074,"B  ",B40 OY,28.15,32.02,3600
5031830-1,Fixed Gear Brewing Co.,2026-02-10,187986,"B  ",B32 OY,30.03,34.00,500
5031623-1,Magnotta Winery,2026-01-19,185983,"B  ",B32 OY,30.04,40.10,1000
5030972-1,Magnotta Winery,2025-11-06,185983,"B  ",B32 OY,30.04,40.10,500
5031013-1,Scheps-RipVan,2025-11-11,186084,"C  ",C32 K,15.04,28.10,13000
5031053-1,Scheps-RipVan,2025-11-13,184995,"C  ",C32 K,12.06,39.06,25000
5031053-2,Scheps-RipVan,2025-11-13,184997,"C  ",C32 K,14.10,46.15,10000
5031017-1,Scheps-RipVan,2025-11-11,184996,"C  ",C32 K,13.00,43.06,10000
5031838-1,Scheps-RipVan,2026-02-11,184997,"C  ",C32 K,14.10,46.15,4000
5031792-1,Scheps-RipVan,2026-02-06,186084,"C  ",C32 K,15.04,28.10,15000
5031433-1,Scheps-RipVan,2025-12-31,184996,"C  ",C32 K,13.00,43.06,10000
5031571-1,Scheps-RipVan,2026-01-14,184995,"C  ",C32 K,12.06,39.06,25000
5031865-1,Scheps-RipVan,2026-02-12,184995,"C  ",C32 K,12.06,39.06,38000
5031530-1,Evolve Agency Group,2026-01-09,187112,N/A,Alwhite C2S 0.024,21.07,14.07,1
5031473-1,Evolve Agency Group,2026-01-06,185003,N/A,Not Applicable,0.00,0.00,1086
5031473-2,Evolve Agency Group,2026-01-06,184612,"C  ",C32 K,12.00,4.00,1086
5031473-3,Evolve Agency Group,2026-01-06,184613,"C  ",C32 K,14.12,35.02,4344
5031473-4,Evolve Agency Group,2026-01-06,184854,"B  ",B32 OY,15.14,4.15,1086
5031473-5,Evolve Agency Group,2026-01-06,187111,N/A,Not Applicable,21.07,14.07,778
5031473-6,Evolve Agency Group,2026-01-06,187112,N/A,Alwhite C2S 0.024,21.07,14.07,308
5031564-1,Cowbell Brewing Co.,2026-01-14,186622,"B  ",B32 Coated White 1S,33.14,22.00,2
5031683-1,Hydropool,2026-01-23,179345,"DW ",BC51 K,19.04,115.06,500
5031683-2,Hydropool,2026-01-23,179346,"DW ",BC51 K,26.07,112.10,500
5031682-1,IronWood Cider,2026-01-23,181114,"B  ",B32 OY,30.03,34.00,2000
5031682-2,IronWood Cider,2026-01-23,181113,"B  ",B32 OY,30.03,34.00,3000
5031629-1,IronWood Cider,2026-01-19,181113,"B  ",B32 OY,30.03,34.00,2
5031629-2,IronWood Cider,2026-01-19,181114,"B  ",B32 OY,30.03,34.00,2
5031442-1,FIRST ONSITE Property Restoration,2026-01-02,180009,"C  ",C32 K,29.02,68.09,2500
5031859-1,FIRST ONSITE Property Restoration,2026-02-12,180009,"C  ",C32 K,29.02,68.09,2500
5031860-1,FIRST ONSITE Property Restoration,2026-02-12,180009,"C  ",C32 K,29.02,68.09,2500
5030970-1,URtech Manufacturing Inc.,2025-11-06,180181,"E  ",E32 K,20.01,33.02,2000
5030970-2,URtech Manufacturing Inc.,2025-11-06,180182,"C  ",C32 K,16.09,46.06,1000
5031240-1,Bosch-Rexroth,2025-12-01,180178,"DW ",BC71 K,26.01,46.11,600
5031242-1,Bosch-Rexroth,2025-12-01,180177,"C  ",C44 K,15.06,32.03,1200
5031178-1,Bosch-Rexroth,2025-11-26,183414,"B  ",B32 K,29.14,28.08,4000
5031178-2,Bosch-Rexroth,2025-11-26,183416,"B  ",B32 K,28.14,21.10,688
5031178-3,Bosch-Rexroth,2025-11-26,183543,"B  ",B32 K,22.06,29.00,9280
5031758-1,Bosch-Rexroth,2026-02-04,180177,"C  ",C44 K,15.06,32.03,600
5031758-2,Bosch-Rexroth,2026-02-04,180179,"DW ",BC71 K,31.01,66.11,360
5031758-3,Bosch-Rexroth,2026-02-04,180176,"DW ",BC51 K,22.01,42.11,900
5031758-5,Bosch-Rexroth,2026-02-04,180507,"DW ",BC51 K,27.01,58.11,150
5031671-1,Congo Raw,2026-01-23,187034,"C  ",C32 Coated White 1S,39.12,50.02,1000
5031671-2,Congo Raw,2026-01-23,187033,"C  ",C32 Coated White 1S,39.12,50.02,1000
5031671-3,Congo Raw,2026-01-23,187032,"C  ",C32 Coated White 1S,39.12,50.02,1000
5031671-4,Congo Raw,2026-01-23,187031,"C  ",C32 Coated White 1S,39.12,50.02,1000
5031671-5,Congo Raw,2026-01-23,187030,"C  ",C32 Coated White 1S,39.12,50.02,1000
5031528-1,Congo Raw,2026-01-09,187030,"C  ",C32 Coated White 1S,39.12,50.02,1
5031528-2,Congo Raw,2026-01-09,187031,"C  ",C32 Coated White 1S,39.12,50.02,1
5031528-3,Congo Raw,2026-01-09,187032,"C  ",C32 Coated White 1S,39.12,50.02,1
5031528-4,Congo Raw,2026-01-09,187033,"C  ",C32 Coated White 1S,39.12,50.02,1
5031528-5,Congo Raw,2026-01-09,187034,"C  ",C32 Coated White 1S,39.12,50.02,1
5031416-1,Food For Life,2025-12-23,182386,"C  ",C44 K,18.08,54.02,2760
5031417-1,Food For Life,2025-12-23,182386,"C  ",C44 K,18.08,54.02,2760
5031418-1,Food For Life,2025-12-23,182386,"C  ",C44 K,18.08,54.02,2760
5031419-1,Food For Life,2025-12-23,182386,"C  ",C44 K,18.08,54.02,2760
5031420-1,Food For Life,2025-12-23,182386,"C  ",C44 K,18.08,54.02,2760
5031421-1,Food For Life,2025-12-23,182386,"C  ",C44 K,18.08,54.02,2760
5031139-1,Food For Life,2025-11-20,182386,"C  ",C44 K,18.08,54.02,2760
5031503-1,Puddicombe Cider Company,2026-01-08,187253,"B  ",B40 OY,30.03,34.00,500
5031503-2,Puddicombe Cider Company,2026-01-08,187254,"B  ",B40 OY,30.03,34.00,500
5031599-1,Puddicombe Cider Company,2026-01-15,180971,"B  ",B40 K,28.15,32.02,5000
5031589-1,Mail Order Mystery,2026-01-14,181502,"C  ",C32 K,8.08,32.02,1000
5031853-1,Mail Order Mystery,2026-02-11,183297,"C  ",C32 K,8.08,32.02,2000
5031853-2,Mail Order Mystery,2026-02-11,181502,"C  ",C32 K,8.08,32.02,2000
5030947-1,Mail Order Mystery,2025-11-04,181502,"C  ",C32 K,8.08,32.02,5000
5030947-2,Mail Order Mystery,2025-11-04,181993,"B  ",B32 K,18.10,21.03,1000
5031598-1,Goldys Food Corp,2026-01-15,186941,N/A,Not Applicable,2.00,62.00,100
5031598-2,Goldys Food Corp,2026-01-15,182390,"B  ",B32 Coated White 2S,13.07,18.10,300
5031598-4,Goldys Food Corp,2026-01-15,181858,"B  ",B32 Coated White 2S,23.06,15.12,100
5030960-1,"COCO & GIO, LLC",2025-11-05,185550,"B  ",B200 Kemi 2 Sides,31.11,65.06,2
5030960-2,"COCO & GIO, LLC",2025-11-05,185559,"B  ",B200 Kemi 2 Sides,31.11,65.06,2
5031402-1,JobMaster Magnets Can Inc,2025-12-22,182620,"C  ",C32 K,9.02,30.02,1200
5031895-1,JobMaster Magnets Can Inc,2026-02-18,182620,"C  ",C32 K,9.02,30.02,1300
5031744-1,HST Synthetics,2026-02-03,187844,"C  ",C32 K,38.10,74.02,500
5031715-1,Forex eShip,2026-01-29,184071,"DW ",BC51 K,43.00,84.08,3500
5031715-2,Forex eShip,2026-01-29,186544,"C  ",C32 K,23.10,84.02,800
5031263-1,Forex eShip,2025-12-03,186544,"C  ",C32 K,23.10,84.02,1000
5031176-1,Booze Hound,2025-11-25,184108,"B  ",B40 OY,30.03,34.00,215
5031176-2,Booze Hound,2025-11-25,184106,"B  ",B40 OY,30.03,34.00,215
5031176-3,Booze Hound,2025-11-25,184107,"B  ",B40 OY,30.03,34.00,215
5031176-4,Booze Hound,2025-11-25,184105,"B  ",B40 OY,30.03,34.00,215
5031615-1,Booze Hound,2026-01-16,184108,"B  ",B40 OY,30.03,34.00,215
5031615-2,Booze Hound,2026-01-16,184106,"B  ",B40 OY,30.03,34.00,215
5031615-3,Booze Hound,2026-01-16,184107,"B  ",B40 OY,30.03,34.00,215
5031615-4,Booze Hound,2026-01-16,184105,"B  ",B40 OY,30.03,34.00,215
5031613-1,Booze Hound,2026-01-16,184535,"B  ",B40 OY,30.03,34.00,2
5031613-2,Booze Hound,2026-01-16,187296,"B  ",B40 OY,30.03,34.00,2
5031760-1,Smurfit Westrock,2026-02-04,184168,N/A,Not Applicable,0.00,0.00,360
5031410-1,Imagoh Foods,2025-12-23,181417,"C  ",C32 K,14.06,58.10,6000
5031691-1,Hawco Products,2026-01-27,184551,"C  ",C44 K,24.03,48.12,1000
5031643-1,Blowing Smoke Hot Sauce,2026-01-20,184632,"B  ",B32 K,10.06,19.10,5000
5031634-1,Belicious Beverages,2026-01-20,187450,"B  ",B32 OY,23.07,39.07,5000
5031732-1,Blackburn Beer,2026-02-02,187394,"B  ",B32 OY,28.15,32.02,2250
5031732-2,Blackburn Beer,2026-02-02,187393,"B  ",B32 OY,28.15,32.02,1000
5031601-1,Blackburn Beer,2026-01-15,187393,"B  ",B32 OY,28.15,32.02,2
5031601-2,Blackburn Beer,2026-01-15,187394,"B  ",B32 OY,28.15,32.02,2
5030925-1,Blackburn Beer,2025-11-03,185873,N/A,Not Applicable,0.00,0.00,100
5030925-2,Blackburn Beer,2025-11-03,185417,"B  ",B40 Coated White 1S,43.07,41.10,100
5030925-3,Blackburn Beer,2025-11-03,185875,N/A,Not Applicable,43.07,41.10,100
5031106-1,Blackburn Beer,2025-11-18,185753,"B  ",B32 OY,31.02,35.02,1500
5031107-1,Blackburn Beer,2025-11-18,185754,"B  ",B32 OY,31.02,35.10,1000
5030992-1,Hammer & Anvil Boardwalks Inc,2025-11-07,185854,"C  ",C32 K,16.14,56.02,750
5030992-2,Hammer & Anvil Boardwalks Inc,2025-11-07,185855,"C  ",C32 K,19.10,56.02,100
5030992-3,Hammer & Anvil Boardwalks Inc,2025-11-07,185857,"C  ",C32 K,22.06,56.02,100
5030992-4,Hammer & Anvil Boardwalks Inc,2025-11-07,185948,"C  ",C32 K,26.02,56.02,100
5031742-1,Bearhill,2026-02-03,187806,"B  ",B40 OY,23.11,51.05,2500
5031742-2,Bearhill,2026-02-03,187805,"B  ",B40 OY,23.11,51.05,2500
5031626-1,RNF Pet Products Inc.,2026-01-19,186265,"C  ",C32 K,16.06,36.10,20000
5031414-1,RNF Pet Products Inc.,2025-12-23,186663,"B  ",B40 Coated White 1S,39.00,40.06,12524
5031414-2,RNF Pet Products Inc.,2025-12-23,186749,"DW ",BC48 K,45.04,37.00,12524
5031484-1,RNF Pet Products Inc.,2026-01-07,186265,"C  ",C32 K,16.06,36.10,20000
5031133-1,RNF Pet Products Inc.,2025-11-20,186382,"B  ",B40 OY,39.00,40.06,2
5031229-1,RNF Pet Products Inc.,2025-11-28,186663,"B  ",B40 Coated White 1S,39.00,40.06,1
5031274-1,RNF Pet Products Inc.,2025-12-05,186663,"B  ",B40 Coated White 1S,39.00,40.06,2
5031570-1,All or Nothing Brewhouse & Distillery,2026-01-14,187310,"C  ",C32 OY,37.04,56.10,1000
5031113-1,Canadian Babbit Bearings,2025-11-18,186412,"C  ",C32 K,0.00,0.00,100
5031113-2,Canadian Babbit Bearings,2025-11-18,186413,"C  ",C32 K,0.00,0.00,150
5031228-1,Rumblers Beverage Ground Control,2025-11-28,186418,"B  ",B32 OY,28.15,32.02,5
5031554-1,Rumblers Beverage Ground Control,2026-01-13,186418,"B  ",B32 OY,28.15,32.02,10000
5031698-1,CJ Punch,2026-01-28,186841,"B  ",B40 OY,31.02,35.10,3000
5031316-1,CJ Punch,2025-12-10,186841,"B  ",B40 OY,31.02,35.10,2000
5031667-1,Vieni Estate,2026-01-22,187125,"B  ",B40 OY,30.03,34.00,2
5031466-1,Vieni Estate,2026-01-06,187125,"B  ",B40 OY,30.03,34.00,2
5031875-1,Oak Leaf,2026-02-13,187397,"C  ",C32 OY,21.14,47.06,10000
5031875-2,Oak Leaf,2026-02-13,187398,"C  ",C32 OY,21.06,43.12,10000
5031592-1,Clarion Medical Technologies,2026-01-15,167669,"B  ",B32 K,15.10,43.02,1000
5031878-1,BRAVONI DISTRIBUTION INC.,2026-02-13,187582,"C  ",C32 K,30.12,26.14,1800
5031693-1,SIDE LAUNCH BREWING,2026-01-27,187655,"B  ",B40 Coated White 1S,41.10,60.13,1
5031727-1,Original Mohawk Traders,2026-01-30,187391,"C  ",C32 K,32.13,57.04,5000
