order_num,customer_nme,order_date,docket_id,board_grade,material_dsc,width,length,order_qty
5030931-1,Moyy|Whitebird,2025-11-03,163364,N/A,Not Applicable,0.00,0.00,25
5030931-2,Moyy|Whitebird,2025-11-03,162190,"C  ",C32 K,37.15,93.03,25
5030931-3,Moyy|Whitebird,2025-11-03,163158,"E  ",E 200# Kemi 2S,48.00,48.00,25
5030932-1,Moyy|Whitebird,2025-11-03,163367,N/A,Not Applicable,0.00,0.00,25
5030932-2,Moyy|Whitebird,2025-11-03,162191,"C  ",C32 K,44.00,75.02,25
5030933-1,Moyy|Whitebird,2025-11-03,162379,N/A,Not Applicable,0.00,0.00,25
5030933-2,Moyy|Whitebird,2025-11-03,162190,"C  ",C32 K,37.15,93.03,25
5030933-3,Moyy|Whitebird,2025-11-03,162290,"E  ",E 200# Kemi 2S,48.00,48.00,25
5030942-1,Moyy|Whitebird,2025-11-04,145045,"C  ",C32 K,18.08,46.02,10000
5030961-1,Moyy|Whitebird,2025-11-05,104911,"C  ",C32 K,30.08,78.02,750
5030968-1,Moyy|Whitebird,2025-11-06,105300,"C  ",C32 K,18.08,62.02,1500
5030969-1,Moyy|Whitebird,2025-11-06,103525,"C  ",C32 K,28.08,70.02,1000
5030998-1,Moyy|Whitebird,2025-11-10,106838,"C  ",C32 K,18.10,54.02,1500
5030999-1,Moyy|Whitebird,2025-11-10,103532,"C  ",C32 K,28.10,70.03,750
5031015-1,Moyy|Whitebird,2025-11-11,103470,"C  ",C32 K,24.08,50.02,6000
5031016-1,Moyy|Whitebird,2025-11-11,109668,"C  ",C32 K,28.08,74.02,720
5031029-1,Moyy|Whitebird,2025-11-11,163353,N/A,Not Applicable,0.00,0.00,25
5031029-2,Moyy|Whitebird,2025-11-11,162184,"C  ",C32 K,45.04,78.13,1
5031029-3,Moyy|Whitebird,2025-11-11,163147,"B  ",B32 Coated White 2S,34.02,37.10,25
5031038-1,Moyy|Whitebird,2025-11-12,103738,"C  ",C32 K,20.08,70.02,1000
5031047-1,Moyy|Whitebird,2025-11-13,152169,"C  ",C32 K,26.08,66.02,2000
5031048-1,Moyy|Whitebird,2025-11-13,115066,"C  ",C32 K,32.08,66.02,1500
5031049-1,Moyy|Whitebird,2025-11-13,103188,"C  ",C32 K,24.08,74.02,1680
5031050-1,Moyy|Whitebird,2025-11-13,113213,"C  ",C32 K,24.08,58.02,1500
5031058-1,Moyy|Whitebird,2025-11-13,142391,"C  ",C26 K,18.12,64.02,10000
5031063-1,Moyy|Whitebird,2025-11-14,169850,"C  ",C32 K,20.08,44.02,2500
5031064-1,Moyy|Whitebird,2025-11-14,106455,"C  ",C32 K,26.08,54.02,1000
5031065-1,Moyy|Whitebird,2025-11-14,105156,"C  ",C32 K,20.08,78.02,1250
5031079-1,Moyy|Whitebird,2025-11-17,103526,"C  ",C32 K,21.08,44.02,2000
5031092-1,Moyy|Whitebird,2025-11-18,120947,"C  ",C32 K,0.00,0.00,6
5031093-1,Moyy|Whitebird,2025-11-18,103073,"C  ",C32 K,18.08,44.02,3000
5031094-1,Moyy|Whitebird,2025-11-18,147391,"C  ",C32 K,18.08,50.02,2500
5031095-1,Moyy|Whitebird,2025-11-18,102976,"DW ",BC42 K,25.01,50.10,750
5031101-1,Moyy|Whitebird,2025-11-18,105667,"C  ",C32 K,28.08,58.02,2000
5031102-1,Moyy|Whitebird,2025-11-18,103525,"C  ",C32 K,28.08,70.02,1000
5031121-1,Moyy|Whitebird,2025-11-19,103102,"C  ",C32 K,21.08,62.02,2500
5031123-1,Moyy|Whitebird,2025-11-19,122997,"C  ",C32 K,28.08,78.02,720
5031114-1,Moyy|Whitebird,2025-11-18,104264,"C  ",C32 K,20.08,50.02,4000
5031170-1,Moyy|Whitebird,2025-11-25,103526,"C  ",C32 K,21.08,44.02,2000
5031171-1,Moyy|Whitebird,2025-11-25,105275,"C  ",C32 K,28.08,62.02,1000
5031198-1,Moyy|Whitebird,2025-11-27,153555,"C  ",C32 K,20.08,56.02,1500
5031213-1,Moyy|Whitebird,2025-11-28,104512,"C  ",C32 K,27.10,55.12,1000
5031214-1,Moyy|Whitebird,2025-11-28,142188,"C  ",C32 K,18.08,37.14,4000
5031215-1,Moyy|Whitebird,2025-11-28,102977,"C  ",C32 K,22.04,53.02,1250
5031216-1,Moyy|Whitebird,2025-11-28,103470,"C  ",C32 K,24.08,50.02,6000
5031217-1,Moyy|Whitebird,2025-11-28,104094,"C  ",C32 K,20.10,50.02,2000
5031219-1,Moyy|Whitebird,2025-11-28,108116,"C  ",C32 K,20.08,56.02,2000
5031220-1,Moyy|Whitebird,2025-11-28,104911,"C  ",C32 K,30.08,78.02,1000
5031221-1,Moyy|Whitebird,2025-11-28,159520,"C  ",C32 K,16.08,66.02,1875
5031222-1,Moyy|Whitebird,2025-11-28,103675,"B  ",B32 OY,24.00,51.02,2000
5031223-1,Moyy|Whitebird,2025-11-28,111172,"C  ",C32 K,22.08,54.02,1000
5031224-1,Moyy|Whitebird,2025-11-28,104098,"C  ",C32 K,27.10,72.02,1000
5031225-1,Moyy|Whitebird,2025-11-28,103527,"C  ",C32 K,28.10,82.03,5000
5031226-1,Moyy|Whitebird,2025-11-28,150538,"B  ",B32 K,28.04,55.04,2000
5031234-1,Moyy|Whitebird,2025-12-01,105295,"C  ",C32 K,20.08,54.02,1500
5031235-1,Moyy|Whitebird,2025-12-01,109361,"C  ",C32 K,22.08,58.02,1500
5031236-1,Moyy|Whitebird,2025-12-01,106123,"C  ",C32 K,37.08,64.02,600
5031241-1,Moyy|Whitebird,2025-12-01,106109,"C  ",C40 K,46.10,86.02,40
5031251-1,Moyy|Whitebird,2025-12-03,159135,"C  ",C32 K,15.06,42.02,1500
5031261-1,Moyy|Whitebird,2025-12-03,120947,"C  ",C32 K,0.00,0.00,6
5031337-1,Moyy|Whitebird,2025-12-12,156009,"C  ",C32 K,25.08,62.02,1000
5031345-1,Moyy|Whitebird,2025-12-15,111941,"C  ",C32 K,20.08,46.02,3000
5031346-1,Moyy|Whitebird,2025-12-15,104264,"C  ",C32 K,20.08,50.02,2500
5031347-1,Moyy|Whitebird,2025-12-15,103190,"C  ",C32 K,22.08,50.02,1000
5031348-1,Moyy|Whitebird,2025-12-15,111181,"C  ",C32 K,46.08,66.02,120
5031359-1,Moyy|Whitebird,2025-12-17,103738,"C  ",C32 K,20.08,70.02,1000
5031399-1,Moyy|Whitebird,2025-12-22,113229,"C  ",C32 K,20.08,42.02,7000
5031400-1,Moyy|Whitebird,2025-12-22,103188,"C  ",C32 K,24.08,74.02,1680
5031422-1,Moyy|Whitebird,2025-12-23,113367,"C  ",C32 K,0.00,0.00,2
5031444-1,Moyy|Whitebird,2026-01-05,105715,"C  ",C32 K,32.07,82.02,50
5031450-1,Moyy|Whitebird,2026-01-05,102760,"C  ",C32 K,24.08,58.02,5000
5031451-1,Moyy|Whitebird,2026-01-05,103436,"C  ",C32 K,24.08,62.02,1500
5031452-1,Moyy|Whitebird,2026-01-05,103188,"C  ",C32 K,24.08,74.02,1680
5031455-1,Moyy|Whitebird,2026-01-06,142189,"C  ",C32 K,21.06,42.03,750
5031459-1,Moyy|Whitebird,2026-01-06,103011,"C  ",C32 K,26.08,70.02,6000
5031477-1,Moyy|Whitebird,2026-01-07,105667,"C  ",C32 K,28.08,58.02,2000
5031555-1,Moyy|Whitebird,2026-01-13,125707,"C  ",C32 K,23.14,23.14,300
5031556-1,Moyy|Whitebird,2026-01-13,127860,N/A,Not Applicable,0.00,0.00,5
5031557-1,Moyy|Whitebird,2026-01-13,103073,"C  ",C32 K,18.08,44.02,4000
5031558-1,Moyy|Whitebird,2026-01-13,115066,"C  ",C32 K,32.08,66.02,1500
5031559-1,Moyy|Whitebird,2026-01-13,105300,"C  ",C32 K,18.08,62.02,1500
5031560-1,Moyy|Whitebird,2026-01-13,105292,"C  ",C32 K,22.08,62.02,1250
5031561-1,Moyy|Whitebird,2026-01-13,106452,"C  ",C32 K,26.08,66.02,1000
5031568-1,Moyy|Whitebird,2026-01-14,147391,"C  ",C32 K,18.08,50.02,2500
5031569-1,Moyy|Whitebird,2026-01-14,103008,"C  ",C32 K,40.08,82.02,960
5031594-1,Moyy|Whitebird,2026-01-15,103470,"C  ",C32 K,24.08,50.02,6000
5031595-1,Moyy|Whitebird,2026-01-15,111373,N/A,Not Applicable,0.00,0.00,4
5031621-1,Moyy|Whitebird,2026-01-19,103102,"C  ",C32 K,21.08,62.02,2500
5031622-1,Moyy|Whitebird,2026-01-19,145045,"C  ",C32 K,18.08,46.02,10000
5031632-1,Moyy|Whitebird,2026-01-20,111374,"C  ",C32 K,0.00,0.00,1
5031640-1,Moyy|Whitebird,2026-01-20,150538,"B  ",B32 K,28.04,55.04,1500
5031648-1,Moyy|Whitebird,2026-01-21,105275,"C  ",C32 K,28.08,62.02,1000
5031661-1,Moyy|Whitebird,2026-01-22,134531,N/A,Not Applicable,0.00,0.00,1
5031662-1,Moyy|Whitebird,2026-01-22,123795,"C  ",C32 K,0.00,0.00,1
5031680-1,Moyy|Whitebird,2026-01-23,123795,"C  ",C32 K,0.00,0.00,1
5031676-1,Moyy|Whitebird,2026-01-23,111236,"C  ",C32 K,0.10,2.02,1
5031686-1,Moyy|Whitebird,2026-01-26,106929,"C  ",C32 K,48.08,98.02,460
5031716-1,Moyy|Whitebird,2026-01-29,153555,"C  ",C32 K,20.08,56.02,1500
5031717-1,Moyy|Whitebird,2026-01-29,167805,"DW ",BC48 K,17.01,34.10,900
5031737-1,Moyy|Whitebird,2026-02-02,103527,"C  ",C32 K,28.10,82.03,5000
5031741-1,Moyy|Whitebird,2026-02-03,113229,"C  ",C32 K,20.08,42.02,6000
5031767-1,Moyy|Whitebird,2026-02-05,104264,"C  ",C32 K,20.08,50.02,2500
5031768-1,Moyy|Whitebird,2026-02-05,104094,"C  ",C32 K,20.10,50.02,2000
5031769-1,Moyy|Whitebird,2026-02-05,103488,"C  ",C44 K,22.00,54.02,400
5031789-1,Moyy|Whitebird,2026-02-06,157469,"C  ",C32 K,18.10,54.02,1000
5031790-1,Moyy|Whitebird,2026-02-06,103222,"C  ",C32 K,36.08,74.02,1200
5031811-1,Moyy|Whitebird,2026-02-09,103526,"C  ",C32 K,21.08,44.02,2000
5031812-1,Moyy|Whitebird,2026-02-09,103470,"C  ",C32 K,24.08,50.02,6000
5031861-1,Moyy|Whitebird,2026-02-12,142188,"C  ",C32 K,18.08,37.14,4000
5031862-1,Moyy|Whitebird,2026-02-12,156009,"C  ",C32 K,25.08,62.02,1000
5031863-1,Moyy|Whitebird,2026-02-12,103738,"C  ",C32 K,20.08,70.02,1000
5031867-1,Moyy|Whitebird,2026-02-12,126011,N/A,Not Applicable,0.00,0.00,1
5031880-1,Moyy|Whitebird,2026-02-13,120947,"C  ",C32 K,0.00,0.00,6
5031892-1,Moyy|Whitebird,2026-02-17,162353,N/A,Not Applicable,0.00,0.00,25
5031892-2,Moyy|Whitebird,2026-02-17,162184,"C  ",C32 K,45.04,78.13,1
5031892-3,Moyy|Whitebird,2026-02-17,162258,"B  ",B32 Coated White 2S,34.02,37.10,25
5031907-1,Moyy|Whitebird,2026-02-19,102760,"C  ",C32 K,24.08,58.02,5000
5031910-1,Moyy|Whitebird,2026-02-19,104461,"DW ",BC48 K,37.03,74.10,750
5031911-1,Moyy|Whitebird,2026-02-19,140763,"B  ",B32 OY,23.05,30.04,20000
5031916-1,Moyy|Whitebird,2026-02-19,145045,"C  ",C32 K,18.08,46.02,10000
5031917-1,Moyy|Whitebird,2026-02-19,115066,"C  ",C32 K,32.08,66.02,1500
5031926-1,Moyy|Whitebird,2026-02-23,113213,"C  ",C32 K,24.08,58.02,1500
5031927-1,Moyy|Whitebird,2026-02-23,105300,"C  ",C32 K,18.08,62.02,2000
5031921-1,Moyy|Whitebird,2026-02-20,111236,"C  ",C32 K,0.10,2.02,1
5031807-1,Kromet International Inc,2026-02-09,103538,"C  ",C40 K,34.06,56.01,250
5031824-1,Kromet International Inc,2026-02-10,114685,"B  ",B32 K,0.00,0.00,50
5031824-2,Kromet International Inc,2026-02-10,114683,"DW ",BC51 K,46.08,92.07,50
5031850-1,Kromet International Inc,2026-02-11,104694,"C  ",C29 K,38.06,46.03,250
5031851-1,Kromet International Inc,2026-02-11,104573,"C  ",C32 K,44.07,26.14,250
5031773-1,Kromet International Inc,2026-02-05,103538,"C  ",C40 K,34.06,56.01,250
5031774-1,Kromet International Inc,2026-02-05,103538,"C  ",C40 K,34.06,56.01,250
5031775-1,Kromet International Inc,2026-02-05,103538,"C  ",C40 K,34.06,56.01,250
5031757-1,Kromet International Inc,2026-02-04,104121,"C  ",C32 K,26.06,49.06,250
5031757-2,Kromet International Inc,2026-02-04,120691,"C  ",C32 K,22.14,112.04,250
5031757-4,Kromet International Inc,2026-02-04,105519,"B  ",B32 K,30.00,52.12,250
5031665-1,Kromet International Inc,2026-01-22,125045,"C  ",C32 K,47.12,109.10,250
5031666-1,Kromet International Inc,2026-01-22,125045,"C  ",C32 K,47.12,109.10,250
5031627-1,Kromet International Inc,2026-01-19,150312,"B  ",B32 K,34.09,26.05,250
5031588-1,Kromet International Inc,2026-01-14,116296,"C  ",C32 K,34.13,102.13,125
5031545-1,Kromet International Inc,2026-01-12,104694,"C  ",C29 K,38.06,46.03,250
5031547-1,Kromet International Inc,2026-01-12,104573,"C  ",C32 K,44.07,26.14,250
5031607-1,Kromet International Inc,2026-01-16,103538,"C  ",C40 K,34.06,56.01,250
5031461-1,Kromet International Inc,2026-01-06,103256,"C  ",C32 K,46.06,120.08,250
5031365-1,Kromet International Inc,2025-12-17,150312,"B  ",B32 K,34.09,26.05,250
5031366-1,Kromet International Inc,2025-12-17,125045,"C  ",C32 K,47.12,109.10,250
5031361-2,Kromet International Inc,2025-12-17,125045,"C  ",C32 K,47.12,109.10,250
5031363-1,Kromet International Inc,2025-12-17,104573,"C  ",C32 K,44.07,26.14,250
5031306-1,Kromet International Inc,2025-12-09,105211,"C  ",C32 K,33.02,131.02,250
5031311-1,Kromet International Inc,2025-12-09,150312,"B  ",B32 K,34.09,26.05,250
5031311-2,Kromet International Inc,2025-12-09,125045,"C  ",C32 K,47.12,109.10,250
5031254-1,Kromet International Inc,2025-12-03,127204,"B  ",B32 K,0.10,2.02,250
5031282-1,Kromet International Inc,2025-12-05,104573,"C  ",C32 K,44.07,26.14,250
5031202-1,Kromet International Inc,2025-11-27,120685,"C  ",C32 K,29.00,30.00,4000
5031172-1,Kromet International Inc,2025-11-25,128711,"C  ",C32 K,14.11,36.07,250
5031172-2,Kromet International Inc,2025-11-25,125045,"C  ",C32 K,47.12,109.10,250
5031172-3,Kromet International Inc,2025-11-25,120333,"C  ",C32 K,21.14,28.03,250
5031172-4,Kromet International Inc,2025-11-25,150312,"B  ",B32 K,34.09,26.05,250
5031189-1,Kromet International Inc,2025-11-26,103538,"C  ",C40 K,34.06,56.01,250
5031052-1,Kromet International Inc,2025-11-13,104694,"C  ",C29 K,38.06,46.03,500
5030985-1,Kromet International Inc,2025-11-07,104694,"C  ",C29 K,38.06,46.03,250
5030985-2,Kromet International Inc,2025-11-07,104573,"C  ",C32 K,44.07,26.14,250
5030977-1,Kromet International Inc,2025-11-06,104694,"C  ",C29 K,38.06,46.03,250
5030946-1,Kromet International Inc,2025-11-04,102937,"C  ",C44 K,23.02,78.10,250
5030946-3,Kromet International Inc,2025-11-04,125045,"C  ",C32 K,47.12,109.10,300
5030965-1,Niagara Pharmaceuticals Inc.,2025-11-05,124075,"C  ",C44 K,17.14,45.07,2000
5030966-1,Niagara Pharmaceuticals Inc.,2025-11-06,172634,"C  ",C40 K,19.08,52.07,5000
5031190-1,Niagara Pharmaceuticals Inc.,2025-11-26,120952,"B  ",B29 K,29.12,32.10,5000
5031191-1,Niagara Pharmaceuticals Inc.,2025-11-26,104213,"C  ",C32 K,16.10,53.09,5000
5031549-1,Niagara Pharmaceuticals Inc.,2026-01-12,120953,"B  ",B32 K,20.12,24.00,5000
5031550-1,Niagara Pharmaceuticals Inc.,2026-01-12,104341,"B  ",B32 K,17.10,45.07,5000
5031656-1,Niagara Pharmaceuticals Inc.,2026-01-22,104213,"C  ",C32 K,16.10,53.09,5000
5031781-1,Niagara Pharmaceuticals Inc.,2026-02-05,104213,"C  ",C32 K,16.10,53.09,5000
5031782-1,Niagara Pharmaceuticals Inc.,2026-02-05,118057,"C  ",C44 K,20.14,52.10,2000
5031783-1,Niagara Pharmaceuticals Inc.,2026-02-05,118226,"DW ",BC42 K,21.10,55.06,1000
5031923-1,Niagara Pharmaceuticals Inc.,2026-02-23,172634,"C  ",C40 K,19.08,52.07,5000
5031918-1,Niagara Pharmaceuticals Inc.,2026-02-19,120952,"B  ",B29 K,29.12,32.10,5000
5031795-1,Nexal Aluminum,2026-02-06,186960,"B  ",B32 OY,43.06,35.06,1800
5031795-2,Nexal Aluminum,2026-02-06,186964,"B  ",B32 OY,43.06,35.06,450
5031752-1,Nexal Aluminum,2026-02-03,182508,"C  ",C32 OY,26.09,44.10,500
5031729-1,Nexal Aluminum,2026-01-30,104453,"C  ",C32 OY,23.15,45.11,1000
5031714-1,Nexal Aluminum,2026-01-29,187702,"C  ",C40 OY,28.09,46.10,500
5031505-1,Nexal Aluminum,2026-01-08,186959,"B  ",B32 OY,26.04,36.10,2000
5031505-2,Nexal Aluminum,2026-01-08,186963,"B  ",B32 OY,26.04,36.10,500
5031505-3,Nexal Aluminum,2026-01-08,186960,"B  ",B32 OY,43.06,35.06,3600
5031505-4,Nexal Aluminum,2026-01-08,186964,"B  ",B32 OY,43.06,35.06,900
5031505-5,Nexal Aluminum,2026-01-08,186961,"B  ",B32 OY,28.00,45.14,2040
5031505-6,Nexal Aluminum,2026-01-08,186965,"B  ",B32 OY,28.00,45.14,1020
5031505-7,Nexal Aluminum,2026-01-08,186958,"C  ",C40 OY,28.09,46.10,480
5031506-1,Nexal Aluminum,2026-01-08,186959,"B  ",B32 OY,26.04,36.10,2
5031506-2,Nexal Aluminum,2026-01-08,186960,"B  ",B32 OY,43.06,35.06,2
5031506-3,Nexal Aluminum,2026-01-08,186961,"B  ",B32 OY,28.00,45.14,2
5031506-4,Nexal Aluminum,2026-01-08,186958,"C  ",C40 OY,28.09,46.10,2
5031179-1,Nexal Aluminum,2025-11-26,107633,"B  ",B32 OY,20.11,33.10,1000
5031179-2,Nexal Aluminum,2025-11-26,182509,"B  ",B32 OY,43.06,35.06,3600
5031179-3,Nexal Aluminum,2025-11-26,182507,"B  ",B29 OY,27.00,44.14,2040
5031257-1,Nexal Aluminum,2025-12-03,107634,"B  ",B32 OY,20.11,33.10,1000
5031230-1,Nexal Aluminum,2025-11-28,160778,"B  ",B32 Coated White 1S,28.03,48.10,1020
5031315-1,Nexal Aluminum,2025-12-10,186843,"B  ",B32 OY,26.04,36.10,2000
5031369-1,Nexal Aluminum,2025-12-17,182490,"B  ",B32 OY,26.04,36.10,1000
5031369-2,Nexal Aluminum,2025-12-17,104647,"B  ",B32 OY,20.10,33.09,1800
5031369-3,Nexal Aluminum,2025-12-17,182509,"B  ",B32 OY,43.06,35.06,1800
5031369-4,Nexal Aluminum,2025-12-17,107634,"B  ",B32 OY,20.11,33.10,1000
5031369-5,Nexal Aluminum,2025-12-17,113762,"B  ",B32 OY,27.00,44.14,1020
5031369-6,Nexal Aluminum,2025-12-17,118924,"C  ",C32 K,19.02,55.10,250
5031010-1,Nexal Aluminum,2025-11-11,177390,"C  ",C32 K,19.11,44.10,1000
5031011-1,Nexal Aluminum,2025-11-11,182507,"B  ",B29 OY,27.00,44.14,1020
5031011-2,Nexal Aluminum,2025-11-11,132653,"B  ",B32 OY,27.00,44.14,1020
5031011-3,Nexal Aluminum,2025-11-11,121876,"C  ",C40 OY,32.01,32.03,100
5031011-4,Nexal Aluminum,2025-11-11,182509,"B  ",B32 OY,43.06,35.06,1800
5031011-5,Nexal Aluminum,2025-11-11,143256,"B  ",B32 Coated White 1S,43.06,35.06,500
5031011-6,Nexal Aluminum,2025-11-11,129832,"B  ",B32 Coated White 1S,43.06,35.06,1800
5031067-1,Nexal Aluminum,2025-11-14,185127,"C  ",C32 OY,0.10,2.02,1
5031067-2,Nexal Aluminum,2025-11-14,185128,"C  ",C32 OY,0.10,2.02,1
5031036-1,Turn-key Merchandising,2025-11-12,175892,"B  ",B40 Coated White 1S,44.06,66.11,60
5031036-2,Turn-key Merchandising,2025-11-12,175412,"B  ",B40 Coated White 1S,44.06,66.11,60
5031036-3,Turn-key Merchandising,2025-11-12,175891,"B  ",B40 Coated White 1S,44.06,66.11,60
5031037-1,Turn-key Merchandising,2025-11-12,183715,"E  ",E32 Coated White 2S,18.15,28.12,148
5031003-2,Turn-key Merchandising,2025-11-10,184906,"B  ",B32 Coated White 2S,32.04,31.15,60
5031003-3,Turn-key Merchandising,2025-11-10,184904,"B  ",B32 Coated White 2S,12.00,15.04,60
5031003-4,Turn-key Merchandising,2025-11-10,184905,"E  ",E32 Coated White 2S,15.10,21.13,60
5030988-1,Turn-key Merchandising,2025-11-07,184581,"E  ",E32 Coated White 2S,29.00,25.14,500
5030988-2,Turn-key Merchandising,2025-11-07,186007,"E  ",E32 Coated White 2S,24.02,15.15,500
5030988-3,Turn-key Merchandising,2025-11-07,184582,"E  ",E32 Coated White 2S,29.00,25.14,500
5030988-4,Turn-key Merchandising,2025-11-07,184566,"E  ",E32 Coated White 2S,24.02,15.15,500
5030989-1,Turn-key Merchandising,2025-11-07,186082,"B  ",B32 Coated White 1S,40.03,62.14,700
5031238-1,Turn-key Merchandising,2025-12-01,185947,"E  ",E32 Coated White 2S,28.00,10.14,1
5031265-1,Turn-key Merchandising,2025-12-03,184566,"E  ",E32 Coated White 2S,24.02,15.15,90
5031267-3,Turn-key Merchandising,2025-12-04,171170,"B  ",B32 Coated White 2S,22.02,44.08,200
5031142-1,Turn-key Merchandising,2025-11-21,184212,"B  ",B32 Coated White 1S,43.01,47.07,12600
5031168-1,Turn-key Merchandising,2025-11-25,186490,"B  ",B32 Coated White 1S,45.07,48.14,860
5031135-1,Turn-key Merchandising,2025-11-20,186175,"B  ",B32 Coated White 2S,25.14,51.00,42
5031135-2,Turn-key Merchandising,2025-11-20,186176,"B  ",B32 Coated White 2S,25.14,45.00,42
5031148-1,Turn-key Merchandising,2025-11-24,169456,"E  ",E32 Coated White 2S,9.00,23.15,201
5031148-2,Turn-key Merchandising,2025-11-24,186299,"B  ",B40 Coated White 1S,36.07,74.00,806
5031581-1,Turn-key Merchandising,2026-01-14,187392,"B  ",B32 Coated White 1S,43.01,82.13,125
5031375-1,Turn-key Merchandising,2025-12-18,185661,"E  ",E32 Coated White 2S,16.01,23.02,137
5031397-2,Turn-key Merchandising,2025-12-22,184967,"E  ",E32 Coated White 2S,43.00,40.05,16
5031397-4,Turn-key Merchandising,2025-12-22,187038,"E  ",E32 Coated White 2S,43.00,40.05,17
5031428-1,Turn-key Merchandising,2025-12-29,186916,"B  ",B32 Coated White 1S,32.04,83.02,1000
5031464-1,Turn-key Merchandising,2026-01-06,185902,"B  ",B44 Coated White 2S,44.03,63.04,785
5031464-2,Turn-key Merchandising,2026-01-06,186986,"B  ",B32 Coated White 2S,14.00,16.14,785
5031445-1,Turn-key Merchandising,2026-01-05,185336,"E  ",E32 Coated White 2S,26.10,16.15,550
5031446-1,Turn-key Merchandising,2026-01-05,185333,"B  ",B44 Coated White 2S,40.10,53.14,550
5031722-1,Turn-key Merchandising,2026-01-30,187074,"E  ",E32 Coated White 2S,29.00,49.12,525
5031722-2,Turn-key Merchandising,2026-01-30,186806,"E  ",E32 Coated White 2S,24.02,15.15,525
5031689-2,Turn-key Merchandising,2026-01-27,187631,"B  ",B32 Coated White 1S,46.14,105.08,544
5031689-3,Turn-key Merchandising,2026-01-27,187632,"B  ",B32 Coated White 1S,46.14,105.08,210
5031689-4,Turn-key Merchandising,2026-01-27,187632,"B  ",B32 Coated White 1S,46.14,105.08,210
5031700-1,Turn-key Merchandising,2026-01-28,187624,"B  ",B32 Coated White 2S,30.04,24.00,315
5031700-2,Turn-key Merchandising,2026-01-28,187625,"B  ",B32 Coated White 2S,30.04,24.00,210
5031700-3,Turn-key Merchandising,2026-01-28,187626,"B  ",B32 Coated White 2S,30.04,24.00,210
5031700-4,Turn-key Merchandising,2026-01-28,187627,"B  ",B32 Coated White 2S,30.04,24.00,210
5031700-5,Turn-key Merchandising,2026-01-28,187628,"B  ",B32 Coated White 2S,30.04,24.00,168
5031700-6,Turn-key Merchandising,2026-01-28,187629,"B  ",B32 Coated White 2S,30.04,24.00,166
5031700-7,Turn-key Merchandising,2026-01-28,187471,"B  ",B32 Coated White 2S,28.14,11.12,544
5031700-8,Turn-key Merchandising,2026-01-28,181841,"B  ",B32 Coated White 2S,28.14,24.10,210
5031700-9,Turn-key Merchandising,2026-01-28,186590,"B  ",B32 Coated White 2S,28.14,16.12,210
5031796-1,Turn-key Merchandising,2026-02-06,187628,"B  ",B32 Coated White 2S,30.04,24.00,20
5031852-1,Turn-key Merchandising,2026-02-11,186986,"B  ",B32 Coated White 2S,14.00,16.14,6
5031814-1,Turn-key Merchandising,2026-02-09,185871,"B  ",B32 Coated White 2S,36.06,57.13,283
5031814-2,Turn-key Merchandising,2026-02-09,187672,"E  ",E32 Coated White 2S,33.12,40.03,283
5031791-1,Turn-key Merchandising,2026-02-06,187902,"B  ",B32 Coated White 1S,43.01,82.13,1575
5031791-2,Turn-key Merchandising,2026-02-06,187904,"B  ",B32 Coated White 1S,43.01,82.13,2100
5031791-3,Turn-key Merchandising,2026-02-06,187905,"B  ",B32 Coated White 1S,43.01,82.13,2100
5031879-1,Turn-key Merchandising,2026-02-13,186803,"E  ",E32 Coated White 2S,33.00,51.12,525
5031879-2,Turn-key Merchandising,2026-02-13,186804,"E  ",E32 Coated White 2S,24.02,15.15,525
5031872-1,Turn-key Merchandising,2026-02-13,185947,"E  ",E32 Coated White 2S,28.00,10.14,265
5031516-1,Wyckomar Inc,2026-01-08,100053,"C  ",C32 K,23.12,21.15,500
5031434-1,Scheps Bakeries,2025-12-31,170906,"C  ",C32 K,14.06,32.02,10000
5031438-1,Scheps Bakeries,2025-12-31,153604,"C  ",C32 K,14.10,31.06,15000
5031833-1,Scheps Bakeries,2026-02-11,176722,"C  ",C32 K,18.00,62.02,5000
5031834-1,Scheps Bakeries,2026-02-11,153604,"C  ",C32 K,14.10,31.06,30000
5031835-1,Scheps Bakeries,2026-02-11,153604,"C  ",C32 K,14.10,31.06,20000
5031836-1,Scheps Bakeries,2026-02-11,156026,"C  ",C26 K,14.04,50.13,5000
5031837-1,Scheps Bakeries,2026-02-11,156026,"C  ",C26 K,14.04,50.13,5000
5031620-1,Scheps Bakeries,2026-01-19,121192,"B  ",B32 K,16.14,53.03,2500
5031161-1,Scheps Bakeries,2025-11-25,153604,"C  ",C32 K,14.10,31.06,15000
5031162-1,Scheps Bakeries,2025-11-25,170906,"C  ",C32 K,14.06,32.02,10000
5031163-1,Scheps Bakeries,2025-11-25,170906,"C  ",C32 K,14.06,32.02,10000
5031164-1,Scheps Bakeries,2025-11-25,104579,"C  ",C32 K,16.00,52.11,2000
5031177-1,Scheps Bakeries,2025-11-26,183055,"B  ",B32 OY,33.05,49.00,4207
5031181-1,Scheps Bakeries,2025-11-26,183055,"B  ",B32 OY,33.05,49.00,4208
5031183-1,Scheps Bakeries,2025-11-26,181372,N/A,E40 Coated White / OY,35.09,37.15,50490
5031184-1,Scheps Bakeries,2025-11-26,181372,N/A,E40 Coated White / OY,35.09,37.15,50490
5031356-1,Scheps Bakeries,2025-12-16,186233,"B  ",B32 K,18.03,57.05,600
5031089-1,Scheps Bakeries,2025-11-17,186233,"B  ",B32 K,18.03,57.05,20750
